Model Name,Domain,Task,Parameters (M),Resolution,Dataset,Data Scale,Data Size,Target Key,Dimension,Training Time (s),Inference Time (s),MAE ↓,RMSE ↓,MAPE (%) ↓,R² ↑,Rel-L2 ↓,MaxAE ↓,MAC ↑
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Small,20.0,horizontal,disp_z,1251.5091,0.2502,0.1917,0.3648,36.202,0.9073,0.3041,6.4438,0.834
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Small,20.0,horizontal,stress,1251.5091,0.2502,0.5605,0.8627,92.8568,0.5104,0.6997,20.3542,
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Small,20.0,torsion,disp_x,1152.8183,0.2404,0.1322,0.2473,58.0659,0.9526,0.2177,5.4857,0.9545
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Small,20.0,torsion,disp_y,1152.8183,0.2404,0.1536,0.3126,57.2462,0.9169,0.2882,6.9277,0.9545
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Small,20.0,torsion,disp_z,1152.8183,0.2404,0.1974,0.3327,68.6942,0.9171,0.288,6.173,0.9545
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Small,20.0,torsion,stress,1152.8183,0.2404,0.3437,0.5982,91.86,0.7205,0.5287,20.1897,
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Small,20.0,diagonal,disp_x,769.7379,0.2503,0.42,0.6837,81.6279,0.5969,0.6207,9.3848,0.8378
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Small,20.0,diagonal,disp_y,769.7379,0.2503,0.2841,0.5097,72.6765,0.7934,0.4545,8.0357,0.8378
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Small,20.0,diagonal,disp_z,769.7379,0.2503,0.2703,0.3839,45.674,0.8801,0.3301,4.2748,0.8378
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Small,20.0,diagonal,stress,769.7379,0.2503,0.5363,0.8221,89.803,0.521,0.6847,19.4236,
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Small,20.0,mode_shape_1,mode_x,1101.888,0.2216,0.9421,1.345,139.1417,-0.2735,1.1285,16.1355,0.5186
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Small,20.0,mode_shape_1,mode_y,1101.888,0.2216,0.8875,1.4008,136.3846,-0.4431,1.2013,16.7793,0.5186
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Small,20.0,mode_shape_1,mode_z,1101.888,0.2216,1.0488,1.4102,136.6315,-0.3528,1.1631,8.3629,0.5186
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Small,20.0,mode_shape_2,mode_x,834.9878,0.2201,0.9438,1.2666,149.8831,-0.1759,1.0844,13.3558,0.4143
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Small,20.0,mode_shape_2,mode_y,834.9878,0.2201,0.7316,1.2272,146.1603,-0.2242,1.1064,31.3183,0.4143
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Small,20.0,mode_shape_2,mode_z,834.9878,0.2201,0.992,1.4524,139.3176,-0.5455,1.2432,8.957,0.4143
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Medium,50.0,vertical,disp_x,2315.4364,0.2505,0.1716,0.2805,41.5058,0.9424,0.2389,4.6779,0.9433
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Medium,50.0,vertical,disp_y,2315.4364,0.2505,0.2139,0.377,72.557,0.887,0.3361,7.1764,0.9433
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Medium,50.0,vertical,disp_z,2315.4364,0.2505,0.1739,0.2796,37.4896,0.9419,0.236,4.2552,0.9433
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Medium,50.0,vertical,stress,2315.4364,0.2505,0.4826,0.7341,80.9905,0.6427,0.5976,19.2456,
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Medium,50.0,horizontal,disp_x,1951.0842,0.2485,0.2444,0.3717,58.6916,0.8955,0.3157,6.1891,0.8829
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Medium,50.0,horizontal,disp_y,1951.0842,0.2485,0.3822,0.587,81.1948,0.7463,0.5037,11.9665,0.8829
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Medium,50.0,horizontal,disp_z,1951.0842,0.2485,0.1698,0.2837,32.3357,0.9439,0.2364,4.817,0.8829
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Medium,50.0,horizontal,stress,1951.0842,0.2485,0.541,0.8447,88.1503,0.5306,0.6851,19.7387,
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Medium,50.0,torsion,disp_x,2624.0332,0.2452,0.106,0.2236,49.2023,0.9613,0.1968,5.5465,0.9671
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Medium,50.0,torsion,disp_y,2624.0332,0.2452,0.1245,0.2591,54.5662,0.9429,0.239,7.6717,0.9671
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Medium,50.0,torsion,disp_z,2624.0332,0.2452,0.1746,0.2963,62.1795,0.9342,0.2564,5.34,0.9671
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Medium,50.0,torsion,stress,2624.0332,0.2452,0.313,0.5588,85.7761,0.7561,0.4939,21.5889,
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Medium,50.0,diagonal,disp_x,1511.5356,0.2489,0.3843,0.6502,68.5955,0.6354,0.5903,7.7756,0.8376
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Medium,50.0,diagonal,disp_y,1511.5356,0.2489,0.2728,0.4532,73.4056,0.8367,0.4042,5.7986,0.8376
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Medium,50.0,diagonal,disp_z,1511.5356,0.2489,0.2385,0.3494,44.0173,0.9007,0.3004,3.9101,0.8376
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Medium,50.0,diagonal,stress,1511.5356,0.2489,0.595,0.8799,99.0833,0.4513,0.7329,19.7038,
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_1,mode_x,1812.5891,0.2212,0.9877,1.4405,138.1978,-0.4608,1.2086,16.0418,0.6023
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_1,mode_y,1812.5891,0.2212,0.8849,1.3929,139.2184,-0.4267,1.1945,15.9249,0.6023
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_1,mode_z,1812.5891,0.2212,1.0782,1.4571,133.7607,-0.4442,1.2018,8.9286,0.6023
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_2,mode_x,1676.6691,0.2212,0.9499,1.2798,149.1558,-0.2005,1.0957,13.0736,0.2943
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_2,mode_y,1676.6691,0.2212,0.7637,1.2717,140.8874,-0.3145,1.1465,26.2778,0.2943
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Medium,50.0,mode_shape_2,mode_z,1676.6691,0.2212,0.9496,1.3398,139.5606,-0.3152,1.1468,9.479,0.2943
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Large,100.0,vertical,disp_x,4161.4285,0.253,0.1464,0.2491,37.8708,0.9546,0.2122,4.5539,0.9578
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Large,100.0,vertical,disp_y,4161.4285,0.253,0.2019,0.3483,70.1039,0.9036,0.3105,4.9763,0.9578
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Large,100.0,vertical,disp_z,4161.4285,0.253,0.1611,0.2458,33.863,0.9551,0.2075,3.6591,0.9578
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Large,100.0,vertical,stress,4161.4285,0.253,0.4335,0.6832,73.5655,0.6905,0.5562,19.1112,
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Large,100.0,horizontal,disp_x,4053.702,0.2514,0.1563,0.2439,37.9652,0.955,0.2072,5.6979,0.9173
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Large,100.0,horizontal,disp_y,4053.702,0.2514,0.3236,0.5193,73.2567,0.8015,0.4455,11.9999,0.9173
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Large,100.0,horizontal,disp_z,4053.702,0.2514,0.1606,0.2545,28.3529,0.9549,0.2121,4.1454,0.9173
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Large,100.0,horizontal,stress,4053.702,0.2514,0.4388,0.7231,74.2272,0.6561,0.5864,19.2151,
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Large,100.0,torsion,disp_x,3071.3292,0.2452,0.1188,0.2249,49.197,0.9608,0.198,4.1166,0.9592
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Large,100.0,torsion,disp_y,3071.3292,0.2452,0.1195,0.2475,55.0007,0.9479,0.2283,6.9624,0.9592
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Large,100.0,torsion,disp_z,3071.3292,0.2452,0.1719,0.3069,60.8506,0.9294,0.2656,5.0093,0.9592
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Large,100.0,torsion,stress,3071.3292,0.2452,0.3539,0.6095,92.4044,0.7098,0.5387,21.2488,
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Large,100.0,diagonal,disp_x,9711.9899,1.397,0.3151,0.4907,67.9276,0.7923,0.4456,7.3058,0.9144
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Large,100.0,diagonal,disp_y,9711.9899,1.397,0.1866,0.3523,56.4801,0.9013,0.3142,6.6622,0.9144
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Large,100.0,diagonal,disp_z,9711.9899,1.397,0.2303,0.3193,44.2146,0.917,0.2746,3.3543,0.9144
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Large,100.0,diagonal,stress,9711.9899,1.397,0.4256,0.6692,75.5435,0.6826,0.5574,18.8728,
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Large,100.0,mode_shape_1,mode_x,4935.8094,0.3013,0.9297,1.3655,143.0724,-0.3126,1.1457,15.9193,0.5201
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Large,100.0,mode_shape_1,mode_y,4935.8094,0.3013,0.8554,1.3722,142.4335,-0.3847,1.1767,17.1097,0.5201
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Large,100.0,mode_shape_1,mode_z,4935.8094,0.3013,1.0788,1.4745,138.5576,-0.4789,1.2161,9.7545,0.5201
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Large,100.0,mode_shape_2,mode_x,2772.9653,0.2963,0.9738,1.3384,145.6991,-0.313,1.1459,12.8979,0.341
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Large,100.0,mode_shape_2,mode_y,2772.9653,0.2963,0.6947,1.1945,140.2565,-0.1597,1.0769,25.7976,0.341
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Large,100.0,mode_shape_2,mode_z,2772.9653,0.2963,0.9145,1.346,138.0508,-0.3273,1.1521,9.6773,0.341
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Extra Large,200.0,vertical,disp_x,11058.784,0.3148,0.1016,0.1805,27.1181,0.9762,0.1537,3.9324,0.972
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Extra Large,200.0,vertical,disp_y,11058.784,0.3148,0.1504,0.2782,56.5656,0.9385,0.248,5.6819,0.972
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Extra Large,200.0,vertical,disp_z,11058.784,0.3148,0.1679,0.2164,36.7208,0.9652,0.1826,3.1607,0.972
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Extra Large,200.0,vertical,stress,11058.784,0.3148,0.3703,0.6084,64.641,0.7546,0.4953,19.6097,
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Extra Large,200.0,horizontal,disp_x,8438.4155,0.3936,0.1834,0.2482,50.4693,0.9534,0.2108,4.4722,0.9233
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Extra Large,200.0,horizontal,disp_y,8438.4155,0.3936,0.2792,0.4688,67.0806,0.8382,0.4023,12.6301,0.9233
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Extra Large,200.0,horizontal,disp_z,8438.4155,0.3936,0.1176,0.1947,25.4169,0.9736,0.1622,3.7449,0.9233
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Extra Large,200.0,horizontal,stress,8438.4155,0.3936,0.3958,0.6777,68.376,0.6979,0.5496,21.1958,
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Extra Large,200.0,torsion,disp_x,9209.8367,0.351,0.0817,0.1762,44.4639,0.976,0.155,4.4552,0.9809
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Extra Large,200.0,torsion,disp_y,9209.8367,0.351,0.0976,0.1994,44.149,0.9662,0.1839,7.4748,0.9809
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Extra Large,200.0,torsion,disp_z,9209.8367,0.351,0.1258,0.2315,50.7526,0.9599,0.2003,4.9666,0.9809
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Extra Large,200.0,torsion,stress,9209.8367,0.351,0.268,0.4979,77.3078,0.8063,0.4401,21.229,
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Extra Large,200.0,diagonal,disp_x,10127.5625,0.2502,0.2662,0.411,59.4018,0.8543,0.3732,7.5294,0.9368
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Extra Large,200.0,diagonal,disp_y,10127.5625,0.2502,0.1663,0.2872,53.2524,0.9344,0.2561,5.662,0.9368
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Extra Large,200.0,diagonal,disp_z,10127.5625,0.2502,0.2078,0.2707,42.8378,0.9404,0.2328,3.0768,0.9368
regdgcnn,dimension_3d,evaluation,1.4418,8192,deepjeb_3d_2d,Extra Large,200.0,diagonal,stress,10127.5625,0.2502,0.3888,0.6265,69.9738,0.7218,0.5218,18.5112,
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_1,mode_x,6255.0118,0.2216,0.9405,1.3697,136.2549,-0.3207,1.1492,15.8377,0.6899
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_1,mode_y,6255.0118,0.2216,0.8576,1.3984,134.5213,-0.4381,1.1992,16.6559,0.6899
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_1,mode_z,6255.0118,0.2216,1.083,1.5446,125.6863,-0.623,1.274,9.3117,0.6899
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_2,mode_x,6038.2233,0.222,0.9766,1.4074,140.893,-0.4518,1.2049,13.9128,0.6103
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_2,mode_y,6038.2233,0.222,0.7262,1.4118,136.7974,-0.6202,1.2729,38.3506,0.6103
regdgcnn,dimension_3d,evaluation,1.4417,8192,deepjeb_3d_2d,Extra Large,200.0,mode_shape_2,mode_z,6038.2233,0.222,0.9653,1.475,134.7608,-0.5939,1.2625,9.3474,0.6103
regdgcnn,dimension_3d,evaluation,1.4414,8192,drivaernet_3d_2d,Small,20.0,pressure,pressure,1779.8396,0.2869,0.1456,0.2379,48.0454,0.9433,0.2382,8.5804,
regdgcnn,dimension_3d,evaluation,1.4417,8192,drivaernet_3d_2d,Small,20.0,velocity,velocity_x,739.54,0.1652,0.364,0.4845,65.8357,0.765,0.4848,3.1844,0.515
regdgcnn,dimension_3d,evaluation,1.4417,8192,drivaernet_3d_2d,Small,20.0,velocity,velocity_y,739.54,0.1652,0.5806,0.9668,126.2052,0.0604,0.9693,9.7377,0.515
regdgcnn,dimension_3d,evaluation,1.4417,8192,drivaernet_3d_2d,Small,20.0,velocity,velocity_z,739.54,0.1652,0.4128,0.5844,87.6274,0.6587,0.5842,7.8754,0.515
regdgcnn,dimension_3d,evaluation,1.4418,8192,drivaernet_3d_2d,Small,20.0,pv_coupled,pressure,1159.6509,0.1675,0.2199,0.3358,62.4934,0.887,0.3362,8.3219,
regdgcnn,dimension_3d,evaluation,1.4418,8192,drivaernet_3d_2d,Small,20.0,pv_coupled,velocity_x,1159.6509,0.1675,0.2315,0.3488,44.5034,0.8782,0.349,3.2505,0.6516
regdgcnn,dimension_3d,evaluation,1.4418,8192,drivaernet_3d_2d,Small,20.0,pv_coupled,velocity_y,1159.6509,0.1675,0.5018,0.8901,123.9455,0.2035,0.8925,9.873,0.6516
regdgcnn,dimension_3d,evaluation,1.4418,8192,drivaernet_3d_2d,Small,20.0,pv_coupled,velocity_z,1159.6509,0.1675,0.2849,0.4327,67.5742,0.8129,0.4326,6.7943,0.6516
regdgcnn,dimension_3d,evaluation,1.4414,8192,drivaernet_3d_2d,Medium,50.0,pressure,pressure,1785.8562,0.156,0.1738,0.2748,54.9779,0.9243,0.2752,8.6596,
regdgcnn,dimension_3d,evaluation,1.4417,8192,drivaernet_3d_2d,Medium,50.0,velocity,velocity_x,3032.2289,0.1581,0.1933,0.2985,39.2037,0.9108,0.2986,3.1389,0.6866
regdgcnn,dimension_3d,evaluation,1.4417,8192,drivaernet_3d_2d,Medium,50.0,velocity,velocity_y,3032.2289,0.1581,0.4695,0.8621,107.2446,0.2528,0.8644,10.0106,0.6866
regdgcnn,dimension_3d,evaluation,1.4417,8192,drivaernet_3d_2d,Medium,50.0,velocity,velocity_z,3032.2289,0.1581,0.2262,0.3712,58.9591,0.8623,0.3711,6.3126,0.6866
regdgcnn,dimension_3d,evaluation,1.4418,8192,drivaernet_3d_2d,Medium,50.0,pv_coupled,pressure,1727.224,0.1579,0.2177,0.3208,62.6324,0.8969,0.3212,7.0418,
regdgcnn,dimension_3d,evaluation,1.4418,8192,drivaernet_3d_2d,Medium,50.0,pv_coupled,velocity_x,1727.224,0.1579,0.3003,0.4408,53.7571,0.8055,0.441,3.6747,0.6029
regdgcnn,dimension_3d,evaluation,1.4418,8192,drivaernet_3d_2d,Medium,50.0,pv_coupled,velocity_y,1727.224,0.1579,0.5086,0.9179,119.4774,0.1529,0.9204,10.6575,0.6029
regdgcnn,dimension_3d,evaluation,1.4418,8192,drivaernet_3d_2d,Medium,50.0,pv_coupled,velocity_z,1727.224,0.1579,0.2779,0.4303,67.5798,0.8149,0.4302,7.102,0.6029
regdgcnn,dimension_3d,evaluation,1.4414,8192,drivaernet_3d_2d,Large,100.0,pressure,pressure,3726.5719,0.1561,0.142,0.2234,51.099,0.95,0.2237,7.6586,
regdgcnn,dimension_3d,evaluation,1.4417,8192,drivaernet_3d_2d,Large,100.0,velocity,velocity_x,3027.4685,0.158,0.2487,0.3784,44.9208,0.8567,0.3786,2.8931,0.626
regdgcnn,dimension_3d,evaluation,1.4417,8192,drivaernet_3d_2d,Large,100.0,velocity,velocity_y,3027.4685,0.158,0.5123,0.92,126.6356,0.1491,0.9224,10.0174,0.626
regdgcnn,dimension_3d,evaluation,1.4417,8192,drivaernet_3d_2d,Large,100.0,velocity,velocity_z,3027.4685,0.158,0.2785,0.4312,65.9657,0.8141,0.4312,6.8813,0.626
regdgcnn,dimension_3d,evaluation,1.4418,8192,drivaernet_3d_2d,Large,100.0,pv_coupled,pressure,3610.4934,0.158,0.1514,0.2345,49.7257,0.9449,0.2348,7.4304,
regdgcnn,dimension_3d,evaluation,1.4418,8192,drivaernet_3d_2d,Large,100.0,pv_coupled,velocity_x,3610.4934,0.158,0.1915,0.2932,37.767,0.914,0.2933,3.1141,0.6996
regdgcnn,dimension_3d,evaluation,1.4418,8192,drivaernet_3d_2d,Large,100.0,pv_coupled,velocity_y,3610.4934,0.158,0.4583,0.8339,106.2043,0.3009,0.8361,9.8857,0.6996
regdgcnn,dimension_3d,evaluation,1.4418,8192,drivaernet_3d_2d,Large,100.0,pv_coupled,velocity_z,3610.4934,0.158,0.2436,0.3773,61.2699,0.8577,0.3772,6.3414,0.6996
regdgcnn,dimension_3d,evaluation,1.4414,8192,drivaernet_3d_2d,Extra Large,200.0,pressure,pressure,10699.0801,0.1562,0.0879,0.1407,35.6679,0.9802,0.1408,7.6972,
regdgcnn,dimension_3d,evaluation,1.4417,8192,drivaernet_3d_2d,Extra Large,200.0,velocity,velocity_x,8300.7941,0.1582,0.1655,0.2633,33.8462,0.9306,0.2634,3.2826,0.7143
regdgcnn,dimension_3d,evaluation,1.4417,8192,drivaernet_3d_2d,Extra Large,200.0,velocity,velocity_y,8300.7941,0.1582,0.4551,0.8384,108.7972,0.2933,0.8406,10.5167,0.7143
regdgcnn,dimension_3d,evaluation,1.4417,8192,drivaernet_3d_2d,Extra Large,200.0,velocity,velocity_z,8300.7941,0.1582,0.1927,0.3226,52.5181,0.896,0.3225,6.5356,0.7143
regdgcnn,dimension_3d,evaluation,1.4418,8192,drivaernet_3d_2d,Extra Large,200.0,pv_coupled,pressure,5461.8211,0.1581,0.1689,0.2811,50.9172,0.9208,0.2814,7.0144,
regdgcnn,dimension_3d,evaluation,1.4418,8192,drivaernet_3d_2d,Extra Large,200.0,pv_coupled,velocity_x,5461.8211,0.1581,0.2088,0.3246,39.7844,0.8945,0.3248,3.3409,0.6722
regdgcnn,dimension_3d,evaluation,1.4418,8192,drivaernet_3d_2d,Extra Large,200.0,pv_coupled,velocity_y,5461.8211,0.1581,0.4805,0.8776,105.6711,0.2258,0.8799,9.5255,0.6722
regdgcnn,dimension_3d,evaluation,1.4418,8192,drivaernet_3d_2d,Extra Large,200.0,pv_coupled,velocity_z,5461.8211,0.1581,0.2278,0.3584,60.0486,0.8716,0.3583,6.4351,0.6722
